Variant SKU,Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Inventory Qty,Variant Weight,Variant Price,Variant Barcode,Body HTML,Variant Image,Variant Tax Code
T_789_Mens_Linen_trs_BGE_34,mens-straight-fit-casual-linen-and-cotton-blend-trousers,Mens Straight Fit Linen Blend Trousers,Color,Beige,Size,34W,,,0,0.4,4.5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/beige_2c44faae-5245-4fa0-9a2a-653d6c9b2059.jpg?v=1650971345,
T_789_Mens_Linen_trs_BGE_36,mens-straight-fit-casual-linen-and-cotton-blend-trousers,Mens Straight Fit Linen Blend Trousers,Color,Beige,Size,36W,,,0,0.4,4.5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/beige_2c44faae-5245-4fa0-9a2a-653d6c9b2059.jpg?v=1650971345,
T_789_Mens_Linen_trs_BGE_38,mens-straight-fit-casual-linen-and-cotton-blend-trousers,Mens Straight Fit Linen Blend Trousers,Color,Beige,Size,38W,,,0,0.4,4.5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/beige_2c44faae-5245-4fa0-9a2a-653d6c9b2059.jpg?v=1650971345,
T_789_Mens_Linen_trs_BGE_40,mens-straight-fit-casual-linen-and-cotton-blend-trousers,Mens Straight Fit Linen Blend Trousers,Color,Beige,Size,40W,,,0,0.4,4.5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/beige_2c44faae-5245-4fa0-9a2a-653d6c9b2059.jpg?v=1650971345,
T_789_Mens_Linen_trs_WHT_32,mens-straight-fit-casual-linen-and-cotton-blend-trousers,Mens Straight Fit Linen Blend Trousers,Color,White,Size,32W,,,0,0.4,4.5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/white_3b98dcd6-4955-4488-958d-f6d18934504a.jpg?v=1650971345,
T_789_Mens_Linen_trs_WHT_33,mens-straight-fit-casual-linen-and-cotton-blend-trousers,Mens Straight Fit Linen Blend Trousers,Color,White,Size,33W,,,0,0.4,4.5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/white_3b98dcd6-4955-4488-958d-f6d18934504a.jpg?v=1650971345,
T_789_Mens_Linen_trs_WHT_34,mens-straight-fit-casual-linen-and-cotton-blend-trousers,Mens Straight Fit Linen Blend Trousers,Color,White,Size,34W,,,0,0.4,4.5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/white_3b98dcd6-4955-4488-958d-f6d18934504a.jpg?v=1650971345,
T_789_Mens_Linen_trs_WHT_36,mens-straight-fit-casual-linen-and-cotton-blend-trousers,Mens Straight Fit Linen Blend Trousers,Color,White,Size,36W,,,0,0.4,4.5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/white_3b98dcd6-4955-4488-958d-f6d18934504a.jpg?v=1650971345,
T_789_Mens_Linen_trs_WHT_38,mens-straight-fit-casual-linen-and-cotton-blend-trousers,Mens Straight Fit Linen Blend Trousers,Color,White,Size,38W,,,0,0.4,4.5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/white_3b98dcd6-4955-4488-958d-f6d18934504a.jpg?v=1650971345,
T_Kids_749_Rainsuit_NY_98/104,kids-softshell-fleece-lined-puddle-rain-suit,Kids Softshell Fleece Lined Rain Suit,Color,Navy,Size,3-4 Years,,,131,0.45,5,5.05624E+12,"<p data-mce-fragment=""1"">Kids Printed All In One Rainsuit. Waterproof windproof and breathable softshell outer and fleece lined inner.<br></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features</strong>:</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">High quality softshell material</li>
<li data-mce-fragment=""1"">Waterproof, windproof and Breathable</li>
<li data-mce-fragment=""1"">Soft microfleece lining</li>
<li data-mce-fragment=""1"">Practical and comfortable overall</li>
<li data-mce-fragment=""1"">Perfect protection against wind and moisture</li>
<li data-mce-fragment=""1"">Contrast lined hood</li>
<li data-mce-fragment=""1"">Front zip closure</li>
<li data-mce-fragment=""1"">Oxford knee patch for durability</li>
<li data-mce-fragment=""1"">Reflective front and back piping</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fabric</strong>:</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Outer: 96% Polyester</li>
<li data-mce-fragment=""1"">Lining: 100% Polyester (microfleece)</li>
</ul>",https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_965113f1-153d-4702-b5d6-8030361f576b.jpg?v=1650971349,
T_Kids_749_Rainsuit_PK_74/80,kids-softshell-fleece-lined-puddle-rain-suit,Kids Softshell Fleece Lined Rain Suit,Color,Pink,Size,6-12 months,,,295,0.45,5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/pink_09780094-8607-485d-bae8-d296a01e046b.jpg?v=1650971349,
L_2527_Kids_Camo_Shorts_5/6,boys-kids-camo-cargo-shorts,Boys Kids Camo Cargo Shorts - 2527,Color,Camo,Size,5-6 Years,,,0,0.3,2.5,5.05624E+12,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Limited stock available of these boys cargo shorts in sizes 5-6, 7-8 and 10-12 years.</strong></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Adjustable waist</li>
<li data-mce-fragment=""1"">Multiple Cargo pockets</li>
<li data-mce-fragment=""1"">Zip fly with button closure</li>
<li data-mce-fragment=""1"">Belt loops</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fabric:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">98% Cotton, 2% Spandex</li>
</ul>",https://cdn.shopify.com/s/files/1/0558/8628/2915/products/camoshorts.jpg?v=1650971374,
L_2527_Kids_Camo_Shorts_7/8,boys-kids-camo-cargo-shorts,Boys Kids Camo Cargo Shorts - 2527,Color,Camo,Size,7-8 Years,,,0,0.3,2.5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/camoshorts.jpg?v=1650971374,
L_2527_Kids_Camo_Shorts_10/12,boys-kids-camo-cargo-shorts,Boys Kids Camo Cargo Shorts - 2527,Color,Camo,Size,10-12 Years,,,0,0.3,2.5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/camoshorts.jpg?v=1650971374,
T_Game_Chilton_Gilet_NVY_6/12,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Navy,Size,6-12 months,,,0,0.5,9,5.05624E+12,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Made from the same premium material and in the same style as the adults Penrith and Stanton Gilets this is certain to be a favourite with kids and parents alike.</strong><br></p>
<p data-mce-fragment=""1"">The Chilton gilet is ideal as a base layer and can be worn on its own in mild weather or paired with a jacket in colder weather.<strong data-mce-fragment=""1""><br><br>Features</strong><strong data-mce-fragment=""1"">:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Hem drawcord</li>
<li data-mce-fragment=""1"">2 side zip pockets</li>
<li data-mce-fragment=""1"">Zip puller</li>
<li data-mce-fragment=""1"">Embroidered logo</li>
<li data-mce-fragment=""1"">Contrast piping to complete the country style look</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fabric:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Premium anti pill fleece</li>
</ul>
<p>Sizes: 2-3 years to 13 years<br>Colours: Navy, Forest Green and Rose</p>",https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,
T_Game_Chilton_Gilet_NVY_1/2,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Navy,Size,1-2 Years,,,0,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,
T_Game Chilton Gilet NVY 2/3,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Navy,Size,2-3 Years,,,109,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,
T_Game Chilton Gilet NVY 3/4,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Navy,Size,3-4 Years,,,132,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,
T_Game Chilton Gilet NVY 5/6,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Navy,Size,5-6 Years,,,122,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,
T_Game Chilton Gilet NVY 7/8,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Navy,Size,7-8 Years,,,126,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,
T_Game Chilton Gilet NVY 9/10,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Navy,Size,9-10 Years,,,90,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,
T_Game Chilton Gilet NVY 11/12,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Navy,Size,11-12 Years,,,64,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,
T_Game Chilton Gilet NVY 13,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Navy,Size,13 Years,,,170,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/navy_e49dffe7-b01e-4048-a4cb-08a9295227fc.jpg?v=1650971379,
T_Game_Chilton_Gilet_GRN_6/12,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Forest Green,Size,6-12 months,,,0,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,
T_Game_Chilton_Gilet_GRN_1/2,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Forest Green,Size,1-2 Years,,,9,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,
T_Game Chilton Gilet GRN 2/3,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Forest Green,Size,2-3 Years,,,92,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,
T_Game Chilton Gilet GRN 3/4,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Forest Green,Size,3-4 Years,,,105,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,
T_Game Chilton Gilet GRN 5/6,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Forest Green,Size,5-6 Years,,,56,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,
T_Game Chilton Gilet GRN 7/8,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Forest Green,Size,7-8 Years,,,92,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,
T_Game Chilton Gilet GRN 9/10,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Forest Green,Size,9-10 Years,,,79,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,
T_Game Chilton Gilet GRN 11/12,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Forest Green,Size,11-12 Years,,,75,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,
T_Game Chilton Gilet GRN 13,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Forest Green,Size,13 Years,,,75,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/green_5557db35-65af-420e-8df5-f87ab37a397e.jpg?v=1650971379,
T_Game_Chilton_Gilet_ROS_6/12,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Rose,Size,6-12 months,,,32,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,
T_Game_Chilton_Gilet_ROS_1/2,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Rose,Size,1-2 Years,,,53,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,
T_Game Chilton Gilet ROS 2/3,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Rose,Size,2-3 Years,,,29,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,
T_Game Chilton Gilet ROS 3/4,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Rose,Size,3-4 Years,,,40,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,
T_Game Chilton Gilet ROS 5/6,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Rose,Size,5-6 Years,,,32,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,
T_Game Chilton Gilet ROS 7/8,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Rose,Size,7-8 Years,,,10,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,
T_Game Chilton Gilet ROS 9/10,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Rose,Size,9-10 Years,,,17,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,
T_Game Chilton Gilet ROS 11/12,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Rose,Size,11-12 Years,,,32,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,
T_Game Chilton Gilet ROS 13,game-kids-chilton-country-fleece-gilet,Children's Game Chilton Fleece Gilet,Color,Rose,Size,13 Years,,,40,0.5,9,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/wine_3f8934af-03db-4b9e-ba92-f35012f90458.jpg?v=1650971379,
L_PX_SCOT416_Tshirt_WHT_S,adults-scotland-printed-scottish-flag-t-shirt-1,Adults Scotland Printed Scottish Flag T-Shirt,Color,White,Size,S,,,0,0.35,7.95,5.05624E+12,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Men's Premium 200gsm Heavy Cotton Printed T-Shirt</strong></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Reactive Dyed</li>
<li data-mce-fragment=""1"">Crew Neck</li>
<li data-mce-fragment=""1"">Taped Shoulder to Shoulder</li>
<li data-mce-fragment=""1"">Twin Needle Stitching on Neck &amp; Shoulders</li>
<li data-mce-fragment=""1"">Enzyme Washed</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fabric:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">100% Cotton</li>
<li data-mce-fragment=""1"">200gsm</li>
</ul>",https://cdn.shopify.com/s/files/1/0558/8628/2915/products/white_e96c3943-a7d0-422a-bdba-fcb0a65133d1.jpg?v=1650971382,
L_PX_SCOT416_Tshirt_WHT_M,adults-scotland-printed-scottish-flag-t-shirt-1,Adults Scotland Printed Scottish Flag T-Shirt,Color,White,Size,M,,,0,0.35,7.95,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/white_e96c3943-a7d0-422a-bdba-fcb0a65133d1.jpg?v=1650971382,
L_PX_SCOT416_Tshirt_WHT_L,adults-scotland-printed-scottish-flag-t-shirt-1,Adults Scotland Printed Scottish Flag T-Shirt,Color,White,Size,L,,,0,0.35,7.95,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/white_e96c3943-a7d0-422a-bdba-fcb0a65133d1.jpg?v=1650971382,
L_PX_SCOT416_Tshirt_WHT_XL,adults-scotland-printed-scottish-flag-t-shirt-1,Adults Scotland Printed Scottish Flag T-Shirt,Color,White,Size,XL,,,0,0.35,7.95,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/white_e96c3943-a7d0-422a-bdba-fcb0a65133d1.jpg?v=1650971382,
L_PX_SCOT416_Tshirt_WHT_XXL,adults-scotland-printed-scottish-flag-t-shirt-1,Adults Scotland Printed Scottish Flag T-Shirt,Color,White,Size,XXL,,,0,0.35,7.95,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/white_e96c3943-a7d0-422a-bdba-fcb0a65133d1.jpg?v=1650971382,
L_PX_HNT501_Tshirt_BLK_S,adults-stag-ecg-logo-printed-t-shirt,Adults Stag ECG Logo Printed T-Shirt,Color,Black,Size,S,,,0,0.35,7.5,5.05624E+12,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Men's Premium 200gsm Heavy Cotton Printed T-Shirt</strong></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Reactive Dyed</li>
<li data-mce-fragment=""1"">Crew Neck</li>
<li data-mce-fragment=""1"">Taped Shoulder to Shoulder</li>
<li data-mce-fragment=""1"">Twin Needle Stitching on Neck &amp; Shoulders</li>
<li data-mce-fragment=""1"">Enzyme Washed</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fabric:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">100% Cotton</li>
<li data-mce-fragment=""1"">200gsm</li>
</ul>",https://cdn.shopify.com/s/files/1/0558/8628/2915/products/black_7811e814-68f2-4859-aaf8-299af2f5f19f.jpg?v=1650971386,
L_PX_HNT501_Tshirt_BLK_M,adults-stag-ecg-logo-printed-t-shirt,Adults Stag ECG Logo Printed T-Shirt,Color,Black,Size,M,,,0,0.35,7.5,5.05624E+12,,https://cdn.shopify.com/s/files/1/0558/8628/2915/products/black_7811e814-68f2-4859-aaf8-299af2f5f19f.jpg?v=1650971386,
